Fecha;Hora;Documento;Cliente;Nombre;Tipodoc;Usuario;Accion;Estado
20150629;838;800729;7695397;SUAFIL S.A.;1;rgonzale;2;1
20150629;838;800730;7695397;SUAFIL S.A.;1;rgonzale;2;1
20150629;838;800731;7695397;SUAFIL S.A.;1;rgonzale;2;1
20150629;838;800732;7695397;SUAFIL S.A.;1;rgonzale;2;1
20150629;838;800733;7695397;SUAFIL S.A.;1;rgonzale;2;1
20150629;839;800711;7695397;SUAFIL S.A.;1;rgonzale;9;19
20150629;840;800727;7695397;SUAFIL S.A.;1;rgonzale;9;19
20150629;840;800728;7695397;SUAFIL S.A.;1;rgonzale;9;19
20150629;840;800729;7695397;SUAFIL S.A.;1;rgonzale;9;19
20150629;840;800730;7695397;SUAFIL S.A.;1;rgonzale;9;19
20150629;840;800731;7695397;SUAFIL S.A.;1;rgonzale;9;19
20150629;840;800732;7695397;SUAFIL S.A.;1;rgonzale;9;19
20150629;919;800711;7695397;SUAFIL S.A.;1;mesteva;14;29
20150629;920;800711;7695397;SUAFIL S.A.;1;Cron;17;49
20150629;920;800727;7695397;SUAFIL S.A.;1;mesteva;14;29
20150629;920;800728;7695397;SUAFIL S.A.;1;mesteva;14;29
20150629;920;800729;7695397;SUAFIL S.A.;1;mesteva;14;29
20150629;920;800730;7695397;SUAFIL S.A.;1;mesteva;14;29
20150629;920;800731;7695397;SUAFIL S.A.;1;mesteva;14;29
20150629;920;800732;7695397;SUAFIL S.A.;1;mesteva;14;29
20150629;921;800727;7695397;SUAFIL S.A.;1;Cron;17;49
20150629;921;800728;7695397;SUAFIL S.A.;1;Cron;17;49
20150629;921;800729;7695397;SUAFIL S.A.;1;Cron;17;49
20150629;921;800730;7695397;SUAFIL S.A.;1;Cron;17;49
20150629;921;800731;7695397;SUAFIL S.A.;1;Cron;17;49
20150629;921;800732;7695397;SUAFIL S.A.;1;Cron;17;49
20150629;1007;800733;7695397;SUAFIL S.A.;1;rgonzale;4;1
20150629;1007;800733;7695397;SUAFIL S.A.;1;rgonzale;9;19
20150629;1007;800733;7695397;SUAFIL S.A.;1;mesteva;14;29
20150629;1008;800733;7695397;SUAFIL S.A.;1;Cron;17;49
20150630;1333;800711;7695397;SUAFIL S.A.;1;Cron;19;59
20150630;1333;800711;7695397;SUAFIL S.A.;1;Cron;20;59
20150630;1333;800727;7695397;SUAFIL S.A.;1;Cron;19;59
20150630;1333;800727;7695397;SUAFIL S.A.;1;Cron;20;59
20150630;1333;800728;7695397;SUAFIL S.A.;1;Cron;19;59
20150630;1333;800728;7695397;SUAFIL S.A.;1;Cron;20;59
20150630;1333;800729;7695397;SUAFIL S.A.;1;Cron;19;59
20150630;1333;800729;7695397;SUAFIL S.A.;1;Cron;20;59
20150630;1333;800730;7695397;SUAFIL S.A.;1;Cron;19;59
20150630;1333;800730;7695397;SUAFIL S.A.;1;Cron;20;59
20150630;1333;800731;7695397;SUAFIL S.A.;1;Cron;19;59
20150630;1333;800731;7695397;SUAFIL S.A.;1;Cron;20;59
20150630;1333;800732;7695397;SUAFIL S.A.;1;Cron;19;59
20150630;1333;800732;7695397;SUAFIL S.A.;1;Cron;20;59
20150630;1333;800733;7695397;SUAFIL S.A.;1;Cron;19;59
20150630;1333;800733;7695397;SUAFIL S.A.;1;Cron;20;59
20150630;1349;800711;7695397;SUAFIL S.A.;1;amartucc;21;69
20150630;1349;800727;7695397;SUAFIL S.A.;1;amartucc;21;69
20150630;1349;800728;7695397;SUAFIL S.A.;1;amartucc;21;69
20150630;1349;800729;7695397;SUAFIL S.A.;1;amartucc;21;69
20150630;1349;800730;7695397;SUAFIL S.A.;1;amartucc;21;69
20150630;1349;800731;7695397;SUAFIL S.A.;1;amartucc;21;69
20150630;1349;800732;7695397;SUAFIL S.A.;1;amartucc;21;69
20150630;1349;800733;7695397;SUAFIL S.A.;1;amartucc;21;69
20150622;819;799349;7695278;MARBI LTDA.;1;AGENTE;1;1
20150622;819;799350;7695278;MARBI LTDA.;1;AGENTE;1;1
20150622;819;799351;7695278;MARBI LTDA.;1;AGENTE;1;1
20150622;819;799352;7695278;MARBI LTDA.;1;AGENTE;1;1
20150622;819;799353;7695278;MARBI LTDA.;1;AGENTE;1;1
20150622;819;799354;7695278;MARBI LTDA.;1;AGENTE;1;1
20150622;819;799355;7695278;MARBI LTDA.;1;AGENTE;1;1
20150622;819;799356;7695278;MARBI LTDA.;1;AGENTE;1;1
20150622;820;799367;7695278;MARBI LTDA.;1;AGENTE W;1;1
20150622;820;799368;7695278;MARBI LTDA.;1;AGENTE W;1;1
20150622;820;799369;7695278;MARBI LTDA.;1;AGENTE W;1;1
20150622;820;799390;7695278;MARBI LTDA.;1;AGENTE W;1;1
20150622;822;799349;7695278;MARBI LTDA.;1;rgonzale;2;1
20150622;822;799350;7695278;MARBI LTDA.;1;rgonzale;2;1
20150622;822;799351;7695278;MARBI LTDA.;1;rgonzale;2;1
20150622;822;799352;7695278;MARBI LTDA.;1;rgonzale;2;1
20150622;822;799353;7695278;MARBI LTDA.;1;rgonzale;2;1
20150622;822;799354;7695278;MARBI LTDA.;1;rgonzale;2;1
20150622;822;799355;7695278;MARBI LTDA.;1;rgonzale;2;1
20150622;822;799356;7695278;MARBI LTDA.;1;rgonzale;2;1
20150622;822;799367;7695278;MARBI LTDA.;1;rgonzale;2;1
20150622;822;799368;7695278;MARBI LTDA.;1;rgonzale;2;1
20150622;822;799369;7695278;MARBI LTDA.;1;rgonzale;2;1
20150622;822;799390;7695278;MARBI LTDA.;1;rgonzale;2;1
20150622;848;799349;7695278;MARBI LTDA.;1;rgonzale;9;19
20150622;848;799350;7695278;MARBI LTDA.;1;rgonzale;9;19
20150622;848;799351;7695278;MARBI LTDA.;1;rgonzale;9;19
20150622;848;799352;7695278;MARBI LTDA.;1;rgonzale;9;19
20150622;848;799353;7695278;MARBI LTDA.;1;rgonzale;9;19
20150622;848;799354;7695278;MARBI LTDA.;1;rgonzale;9;19
20150622;848;799355;7695278;MARBI LTDA.;1;rgonzale;9;19
20150622;848;799356;7695278;MARBI LTDA.;1;rgonzale;9;19
20150622;850;799367;7695278;MARBI LTDA.;1;rgonzale;9;19
20150622;850;799368;7695278;MARBI LTDA.;1;rgonzale;9;19
20150622;850;799369;7695278;MARBI LTDA.;1;rgonzale;9;19
20150622;900;799390;7695278;MARBI LTDA.;1;rgonzale;9;19
20150622;938;799349;7695278;MARBI LTDA.;1;mesteva;14;29
20150622;938;799350;7695278;MARBI LTDA.;1;mesteva;14;29
20150622;938;799351;7695278;MARBI LTDA.;1;mesteva;14;29
20150622;938;799352;7695278;MARBI LTDA.;1;mesteva;14;29
20150622;938;799353;7695278;MARBI LTDA.;1;mesteva;14;29
20150622;938;799354;7695278;MARBI LTDA.;1;mesteva;14;29
20150622;938;799355;7695278;MARBI LTDA.;1;mesteva;14;29
20150622;938;799356;7695278;MARBI LTDA.;1;mesteva;14;29
20150622;939;799367;7695278;MARBI LTDA.;1;mesteva;14;29
20150622;939;799368;7695278;MARBI LTDA.;1;mesteva;14;29
20150622;939;799349;7695278;MARBI LTDA.;1;Cron;17;49
20150622;939;799350;7695278;MARBI LTDA.;1;Cron;17;49
20150622;939;799351;7695278;MARBI LTDA.;1;Cron;17;49
20150622;939;799352;7695278;MARBI LTDA.;1;Cron;17;49
20150622;939;799353;7695278;MARBI LTDA.;1;Cron;17;49
20150622;939;799354;7695278;MARBI LTDA.;1;Cron;17;49
20150622;939;799355;7695278;MARBI LTDA.;1;Cron;17;49
20150622;939;799356;7695278;MARBI LTDA.;1;Cron;17;49
20150622;939;799367;7695278;MARBI LTDA.;1;Cron;17;49
20150622;939;799368;7695278;MARBI LTDA.;1;Cron;17;49
20150622;939;799369;7695278;MARBI LTDA.;1;mesteva;14;29
20150622;939;799390;7695278;MARBI LTDA.;1;mesteva;14;29
20150622;940;799369;7695278;MARBI LTDA.;1;Cron;17;49
20150622;940;799390;7695278;MARBI LTDA.;1;Cron;17;49
20150622;1453;799349;7695278;MARBI LTDA.;1;Cron;19;59
20150622;1453;799349;7695278;MARBI LTDA.;1;Cron;20;59
20150622;1453;799350;7695278;MARBI LTDA.;1;Cron;19;59
20150622;1453;799350;7695278;MARBI LTDA.;1;Cron;20;59
20150622;1453;799351;7695278;MARBI LTDA.;1;Cron;19;59
20150622;1453;799351;7695278;MARBI LTDA.;1;Cron;20;59
20150622;1453;799352;7695278;MARBI LTDA.;1;Cron;19;59
20150622;1453;799352;7695278;MARBI LTDA.;1;Cron;20;59
20150622;1453;799353;7695278;MARBI LTDA.;1;Cron;19;59
20150622;1453;799353;7695278;MARBI LTDA.;1;Cron;20;59
20150622;1453;799354;7695278;MARBI LTDA.;1;Cron;19;59
20150622;1453;799354;7695278;MARBI LTDA.;1;Cron;20;59
20150622;1453;799355;7695278;MARBI LTDA.;1;Cron;19;59
20150622;1453;799355;7695278;MARBI LTDA.;1;Cron;20;59
20150622;1453;799356;7695278;MARBI LTDA.;1;Cron;19;59
20150622;1453;799356;7695278;MARBI LTDA.;1;Cron;20;59
20150622;1453;799367;7695278;MARBI LTDA.;1;Cron;19;59
20150622;1453;799367;7695278;MARBI LTDA.;1;Cron;20;59
20150622;1453;799368;7695278;MARBI LTDA.;1;Cron;19;59
20150622;1453;799368;7695278;MARBI LTDA.;1;Cron;20;59
20150622;1453;799369;7695278;MARBI LTDA.;1;Cron;19;59
20150622;1453;799369;7695278;MARBI LTDA.;1;Cron;20;59
20150622;1453;799390;7695278;MARBI LTDA.;1;Cron;19;59
20150622;1453;799390;7695278;MARBI LTDA.;1;Cron;20;59
20150622;1457;799349;7695278;MARBI LTDA.;1;amartucc;21;69
20150622;1457;799350;7695278;MARBI LTDA.;1;amartucc;21;69
20150622;1457;799351;7695278;MARBI LTDA.;1;amartucc;21;69
20150622;1457;799352;7695278;MARBI LTDA.;1;amartucc;21;69
20150622;1457;799353;7695278;MARBI LTDA.;1;amartucc;21;69
20150622;1457;799354;7695278;MARBI LTDA.;1;amartucc;21;69
20150622;1457;799355;7695278;MARBI LTDA.;1;amartucc;21;69
20150622;1457;799356;7695278;MARBI LTDA.;1;amartucc;21;69
20150622;1457;799367;7695278;MARBI LTDA.;1;amartucc;21;69
20150622;1457;799368;7695278;MARBI LTDA.;1;amartucc;21;69
20150622;1457;799369;7695278;MARBI LTDA.;1;amartucc;21;69
20150622;1457;799390;7695278;MARBI LTDA.;1;amartucc;21;69
